order_id,line_id,order_date,order_month,customer_id,city,region,sales_channel,payment_method,age_band,loyalty_tier,product_id,category,sub_category,product_name,brand,quantity,unit_price,discount_pct,line_revenue,line_cost,line_margin,returned_flag,return_reason,refund_amount,net_revenue,customer_rating
O00346,L000486,2026-03-12,2026-03,C0134,Jaipur,North,Website,UPI,25-34,Basic,P033,Office,Furniture,Standing Desk Converter,WorkNest,1,6719.04,7,6248.71,4450.0,1798.71,0,Not Returned,0.0,6248.71,3.8
O00347,L000487,2026-01-09,2026-01,C0392,Kochi,South,Website,Cash on Delivery,25-34,Gold,P019,Office,Stationery,Planner Notebook,PaperTrail,1,489.02,1,484.13,140.0,344.13,0,Not Returned,0.0,484.13,4.4
O00347,L000488,2026-01-09,2026-01,C0392,Kochi,South,Website,Cash on Delivery,25-34,Gold,P028,Travel,Accessories,Travel Neck Pillow,TripEase,1,925.97,0,925.97,300.0,625.97,0,Not Returned,0.0,925.97,4.4
O00347,L000489,2026-01-09,2026-01,C0392,Kochi,South,Website,Cash on Delivery,25-34,Gold,P012,Home,Lighting,Smart Desk Lamp,LumaHome,1,2155.02,0,2155.02,1180.0,975.02,0,Not Returned,0.0,2155.02,4.4
O00348,L000490,2026-02-06,2026-02,C0421,Mumbai,West,Website,Net Banking,45-54,Basic,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,3,4118.97,10,11121.22,6750.0,4371.22,0,Not Returned,0.0,11121.22,4.0
O00348,L000491,2026-02-06,2026-02,C0421,Mumbai,West,Website,Net Banking,45-54,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,1,1630.98,10,1467.88,700.0,767.88,0,Not Returned,0.0,1467.88,4.0
O00349,L000492,2026-05-06,2026-05,C0514,Mumbai,West,Website,Cash on Delivery,25-34,Gold,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3429.02,20,2743.22,2070.0,673.22,0,Not Returned,0.0,2743.22,4.0
O00350,L000493,2026-03-11,2026-03,C0111,Pune,West,Website,Credit Card,25-34,Silver,P010,Home,Kitchen,Smoothie Blender,HomeJoy,2,2939.02,26,4349.75,3420.0,929.75,0,Not Returned,0.0,4349.75,4.1
O00351,L000494,2026-05-01,2026-05,C0247,Chennai,South,App,UPI,25-34,Basic,P025,Wellness,Mindfulness,Meditation Cushion,ZenMove,1,1727.04,6,1623.42,850.0,773.42,0,Not Returned,0.0,1623.42,4.5
O00351,L000495,2026-05-01,2026-05,C0247,Chennai,South,App,UPI,25-34,Basic,P012,Home,Lighting,Smart Desk Lamp,LumaHome,2,2199.0,5,4178.1,2360.0,1818.1,0,Not Returned,0.0,4178.1,4.5
O00352,L000496,2026-01-31,2026-01,C0251,Mumbai,West,App,Credit Card,35-44,Gold,P023,Wellness,Hydration,Copper Bottle,PureSip,1,999.0,17,829.17,360.0,469.17,0,Not Returned,0.0,829.17,4.6
O00352,L000497,2026-01-31,2026-01,C0251,Mumbai,West,App,Credit Card,35-44,Gold,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1273.02,16,1069.34,610.0,459.34,0,Not Returned,0.0,1069.34,4.6
O00352,L000498,2026-01-31,2026-01,C0251,Mumbai,West,App,Credit Card,35-44,Gold,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8819.02,15,7496.17,6100.0,1396.17,0,Not Returned,0.0,7496.17,4.6
O00353,L000499,2026-03-02,2026-03,C0007,Jaipur,North,App,UPI,35-44,Basic,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1630.98,11,1451.57,760.0,691.57,0,Not Returned,0.0,1451.57,4.1
O00353,L000500,2026-03-02,2026-03,C0007,Jaipur,North,App,UPI,35-44,Basic,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8819.02,10,7937.12,6100.0,1837.12,0,Not Returned,0.0,7937.12,4.1
O00353,L000501,2026-03-02,2026-03,C0007,Jaipur,North,App,UPI,35-44,Basic,P005,Fitness,Accessories,Foam Roller,ZenMove,1,999.0,10,899.1,410.0,489.1,0,Not Returned,0.0,899.1,4.1
O00353,L000502,2026-03-02,2026-03,C0007,Jaipur,North,App,UPI,35-44,Basic,P026,Travel,Bags,Cabin Backpack,TripEase,1,2999.0,10,2699.1,1350.0,1349.1,0,Not Returned,0.0,2699.1,4.1
O00354,L000503,2026-01-01,2026-01,C0114,Hyderabad,South,Website,Credit Card,18-24,Basic,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,2,1567.02,6,2946.0,1520.0,1426.0,0,Not Returned,0.0,2946.0,4.2
O00355,L000504,2026-01-12,2026-01,C0251,Mumbai,West,Website,Debit Card,35-44,Gold,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,2,4078.98,10,7342.16,4500.0,2842.16,0,Not Returned,0.0,7342.16,4.9
O00356,L000505,2026-03-17,2026-03,C0520,Mumbai,West,Website,Debit Card,25-34,Gold,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,2,3839.04,25,5758.56,4500.0,1258.56,0,Not Returned,0.0,5758.56,4.0
O00357,L000506,2026-02-28,2026-02,C0500,Bengaluru,South,App,UPI,35-44,Silver,P002,Fitness,Equipment,Resistance Band Set,FitPulse,2,863.04,8,1587.99,640.0,947.99,0,Not Returned,0.0,1587.99,5.0
O00358,L000507,2026-05-20,2026-05,C0333,Hyderabad,South,Marketplace,UPI,35-44,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,2,1499.0,8,2758.16,1240.0,1518.16,0,Not Returned,0.0,2758.16,4.2
O00359,L000508,2026-01-31,2026-01,C0278,Mumbai,West,Marketplace,Credit Card,18-24,Basic,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,1,814.98,1,806.83,260.0,546.83,0,Not Returned,0.0,806.83,4.5
O00360,L000509,2026-01-30,2026-01,C0082,Hyderabad,South,Website,Credit Card,55+,Basic,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,5759.04,17,4780.0,3950.0,830.0,0,Not Returned,0.0,4780.0,5.0
O00361,L000510,2026-01-10,2026-01,C0549,Mumbai,West,Marketplace,UPI,35-44,Basic,P020,Office,Tech,USB-C Hub,ConnectPro,1,2573.97,11,2290.83,1330.0,960.83,0,Not Returned,0.0,2290.83,4.2
O00362,L000511,2026-04-27,2026-04,C0456,Bengaluru,South,App,Credit Card,18-24,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,3,1273.02,14,3284.39,1830.0,1454.39,0,Not Returned,0.0,3284.39,4.6
O00363,L000512,2026-01-25,2026-01,C0549,Mumbai,West,App,Debit Card,35-44,Basic,P022,Wellness,Personal Care,Neck Massager,CalmCare,1,3429.02,17,2846.09,2070.0,776.09,0,Not Returned,0.0,2846.09,4.8
O00364,L000513,2026-03-29,2026-03,C0008,Mumbai,West,App,Net Banking,45-54,Basic,P021,Wellness,Personal Care,Sleep Mask,CalmCare,1,699.0,6,657.06,220.0,437.06,0,Not Returned,0.0,657.06,4.3
O00365,L000514,2026-05-28,2026-05,C0218,Chennai,South,App,Credit Card,45-54,Basic,P022,Wellness,Personal Care,Neck Massager,CalmCare,3,3568.98,10,9636.25,6210.0,3426.25,0,Not Returned,0.0,9636.25,5.0
O00365,L000515,2026-05-28,2026-05,C0218,Chennai,South,App,Credit Card,45-54,Basic,P019,Office,Stationery,Planner Notebook,PaperTrail,1,479.04,11,426.35,140.0,286.35,0,Not Returned,0.0,426.35,5.0
O00366,L000516,2026-01-08,2026-01,C0248,Delhi NCR,North,App,Debit Card,35-44,Basic,P012,Home,Lighting,Smart Desk Lamp,LumaHome,1,2199.0,11,1957.11,1180.0,777.11,0,Not Returned,0.0,1957.11,4.2
O00367,L000517,2026-03-27,2026-03,C0355,Ahmedabad,West,App,Credit Card,35-44,Basic,P032,Home,Bedding,Cooling Pillow,NestEasy,4,1999.0,18,6556.72,3600.0,2956.72,0,Not Returned,0.0,6556.72,3.7
O00368,L000518,2026-01-28,2026-01,C0265,Kochi,South,Marketplace,UPI,35-44,Silver,P015,Office,Furniture,Ergonomic Chair,WorkNest,2,8819.02,16,14815.95,12200.0,2615.95,0,Not Returned,0.0,14815.95,2.7
O00368,L000519,2026-01-28,2026-01,C0265,Kochi,South,Marketplace,UPI,35-44,Silver,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1299.0,13,1130.13,610.0,520.13,0,Not Returned,0.0,1130.13,2.7
O00369,L000520,2026-02-11,2026-02,C0549,Mumbai,West,Website,UPI,35-44,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,2,1528.98,10,2752.16,1520.0,1232.16,0,Not Returned,0.0,2752.16,5.0
O00370,L000521,2026-05-14,2026-05,C0518,Mumbai,West,App,Debit Card,25-34,Silver,P002,Fitness,Equipment,Resistance Band Set,FitPulse,3,916.98,20,2200.75,960.0,1240.75,0,Not Returned,0.0,2200.75,5.0
O00370,L000522,2026-05-14,2026-05,C0518,Mumbai,West,App,Debit Card,25-34,Silver,P005,Fitness,Accessories,Foam Roller,ZenMove,1,959.04,22,748.05,410.0,338.05,0,Not Returned,0.0,748.05,5.0
O00371,L000523,2026-01-15,2026-01,C0302,Jaipur,North,Website,UPI,25-34,Silver,P016,Office,Accessories,Laptop Stand,WorkNest,1,1324.98,10,1192.48,520.0,672.48,0,Not Returned,0.0,1192.48,3.9
O00372,L000524,2026-02-22,2026-02,C0158,Kochi,South,Website,Credit Card,35-44,Basic,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,3,1567.02,8,4324.98,2280.0,2044.98,0,Not Returned,0.0,4324.98,5.0
O00373,L000525,2026-05-02,2026-05,C0144,Mumbai,West,App,Cash on Delivery,45-54,Basic,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,1,1175.02,6,1104.52,520.0,584.52,0,Not Returned,0.0,1104.52,4.3
O00373,L000526,2026-05-02,2026-05,C0144,Mumbai,West,App,Cash on Delivery,45-54,Basic,P026,Travel,Bags,Cabin Backpack,TripEase,4,2939.02,10,10580.47,5400.0,5180.47,0,Not Returned,0.0,10580.47,4.3
O00374,L000527,2026-01-30,2026-01,C0044,Chennai,South,Website,Credit Card,18-24,Silver,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1646.97,13,1432.86,760.0,672.86,0,Not Returned,0.0,1432.86,4.8
O00374,L000528,2026-01-30,2026-01,C0044,Chennai,South,Website,Credit Card,18-24,Silver,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,5999.0,17,4979.17,3950.0,1029.17,0,Not Returned,0.0,4979.17,4.8
O00374,L000529,2026-01-30,2026-01,C0044,Chennai,South,Website,Credit Card,18-24,Silver,P033,Office,Furniture,Standing Desk Converter,WorkNest,1,6999.0,15,5949.15,4450.0,1499.15,0,Not Returned,0.0,5949.15,4.8
O00375,L000530,2026-04-11,2026-04,C0099,Chennai,South,Marketplace,Credit Card,18-24,Gold,P005,Fitness,Accessories,Foam Roller,ZenMove,1,1018.98,5,968.03,410.0,558.03,0,Not Returned,0.0,968.03,4.0
O00375,L000531,2026-04-11,2026-04,C0099,Chennai,South,Marketplace,Credit Card,18-24,Gold,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,2,1646.97,5,3129.24,1520.0,1609.24,0,Not Returned,0.0,3129.24,4.0
O00376,L000532,2026-01-31,2026-01,C0535,Mumbai,West,App,Net Banking,25-34,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,2,1469.02,15,2497.33,1240.0,1257.33,0,Not Returned,0.0,2497.33,4.1
O00377,L000533,2026-01-25,2026-01,C0299,Hyderabad,South,App,UPI,18-24,Basic,P006,Fitness,Wearables,Heart Rate Band,PulseTrack,3,2548.98,17,6346.96,4260.0,2086.96,0,Not Returned,0.0,6346.96,4.8
O00378,L000534,2026-02-17,2026-02,C0262,Mumbai,West,App,Cash on Delivery,25-34,Silver,P019,Office,Stationery,Planner Notebook,PaperTrail,1,508.98,0,508.98,140.0,368.98,0,Not Returned,0.0,508.98,5.0
O00378,L000535,2026-02-17,2026-02,C0262,Mumbai,West,App,Cash on Delivery,25-34,Silver,P026,Travel,Bags,Cabin Backpack,TripEase,1,2999.0,0,2999.0,1350.0,1649.0,0,Not Returned,0.0,2999.0,5.0
O00379,L000536,2026-02-06,2026-02,C0392,Kochi,South,Marketplace,UPI,25-34,Gold,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,916.98,8,843.62,320.0,523.62,0,Not Returned,0.0,843.62,3.4
O00380,L000537,2026-03-12,2026-03,C0258,Bengaluru,South,App,UPI,55+,Basic,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,1,1567.02,27,1143.92,760.0,383.92,0,Not Returned,0.0,1143.92,5.0
O00380,L000538,2026-03-12,2026-03,C0258,Bengaluru,South,App,UPI,55+,Basic,P007,Fitness,Apparel,Activewear Set,MoveWear,1,2199.0,25,1649.25,1020.0,629.25,0,Not Returned,0.0,1649.25,5.0
O00381,L000539,2026-02-15,2026-02,C0311,Mumbai,West,Website,Credit Card,35-44,Basic,P028,Travel,Accessories,Travel Neck Pillow,TripEase,2,863.04,10,1553.47,600.0,953.47,0,Not Returned,0.0,1553.47,4.4
O00382,L000540,2026-03-23,2026-03,C0098,Mumbai,West,App,Net Banking,18-24,Silver,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1299.0,8,1195.08,610.0,585.08,0,Not Returned,0.0,1195.08,3.7
O00383,L000541,2026-05-09,2026-05,C0496,Hyderabad,South,App,Credit Card,18-24,Basic,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,5999.0,5,5699.05,3950.0,1749.05,0,Not Returned,0.0,5699.05,4.1
O00384,L000542,2026-02-19,2026-02,C0370,Pune,West,App,UPI,25-34,Basic,P024,Wellness,Hydration,Infuser Water Bottle,PureSip,1,799.0,0,799.0,260.0,539.0,0,Not Returned,0.0,799.0,4.2
O00385,L000543,2026-05-11,2026-05,C0294,Mumbai,West,Website,Debit Card,45-54,Basic,P016,Office,Accessories,Laptop Stand,WorkNest,1,1337.97,10,1204.17,520.0,684.17,0,Not Returned,0.0,1204.17,3.9
O00385,L000544,2026-05-11,2026-05,C0294,Mumbai,West,Website,Debit Card,45-54,Basic,P035,Travel,Accessories,Luggage Scale,TripEase,1,822.97,12,724.21,210.0,514.21,0,Not Returned,0.0,724.21,3.9
O00385,L000545,2026-05-11,2026-05,C0294,Mumbai,West,Website,Debit Card,45-54,Basic,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,9178.98,8,8444.66,6100.0,2344.66,1,Not compatible,8022.43,422.22999999999956,3.9
O00386,L000546,2026-05-02,2026-05,C0315,Bengaluru,South,Website,Credit Card,18-24,Gold,P026,Travel,Bags,Cabin Backpack,TripEase,4,2999.0,22,9356.88,5400.0,3956.88,0,Not Returned,0.0,9356.88,4.6
O00386,L000547,2026-05-02,2026-05,C0315,Bengaluru,South,Website,Credit Card,18-24,Gold,P035,Travel,Accessories,Luggage Scale,TripEase,4,814.98,21,2575.34,840.0,1735.34,0,Not Returned,0.0,2575.34,4.6
O00387,L000548,2026-03-08,2026-03,C0442,Mumbai,West,Website,Debit Card,35-44,Basic,P007,Fitness,Apparel,Activewear Set,MoveWear,1,2155.02,5,2047.27,1020.0,1027.27,1,Size mismatch,1842.54,204.73000000000002,4.0
O00388,L000549,2026-05-30,2026-05,C0119,Chennai,South,App,UPI,55+,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,2,1599.0,0,3198.0,1400.0,1798.0,0,Not Returned,0.0,3198.0,4.5
O00389,L000550,2026-02-10,2026-02,C0398,Kochi,South,Website,Credit Card,25-34,Basic,P028,Travel,Accessories,Travel Neck Pillow,TripEase,3,925.97,10,2500.12,900.0,1600.12,0,Not Returned,0.0,2500.12,4.5
O00390,L000551,2026-01-29,2026-01,C0443,Kochi,South,App,Cash on Delivery,25-34,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,2,2999.0,16,5038.32,3420.0,1618.32,0,Not Returned,0.0,5038.32,3.6
O00390,L000552,2026-01-29,2026-01,C0443,Kochi,South,App,Cash on Delivery,25-34,Basic,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,863.04,16,724.95,320.0,404.95,0,Not Returned,0.0,724.95,3.6
O00390,L000553,2026-01-29,2026-01,C0443,Kochi,South,App,Cash on Delivery,25-34,Basic,P033,Office,Furniture,Standing Desk Converter,WorkNest,1,6999.0,17,5809.17,4450.0,1359.17,0,Not Returned,0.0,5809.17,3.6
O00391,L000554,2026-01-05,2026-01,C0168,Bengaluru,South,Website,UPI,35-44,Basic,P020,Office,Tech,USB-C Hub,ConnectPro,2,2499.0,12,4398.24,2660.0,1738.24,0,Not Returned,0.0,4398.24,5.0
O00392,L000555,2026-05-16,2026-05,C0507,Chennai,South,Website,Debit Card,55+,Silver,P033,Office,Furniture,Standing Desk Converter,WorkNest,1,6719.04,12,5912.76,4450.0,1462.76,0,Not Returned,0.0,5912.76,4.0
O00392,L000556,2026-05-16,2026-05,C0507,Chennai,South,Website,Debit Card,55+,Silver,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,1,1630.98,8,1500.5,700.0,800.5,0,Not Returned,0.0,1500.5,4.0
O00393,L000557,2026-05-26,2026-05,C0102,Mumbai,West,Website,Net Banking,25-34,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,1,1528.98,8,1406.66,760.0,646.66,0,Not Returned,0.0,1406.66,4.4
O00393,L000558,2026-05-26,2026-05,C0102,Mumbai,West,Website,Net Banking,25-34,Basic,P016,Office,Accessories,Laptop Stand,WorkNest,3,1273.02,12,3360.77,1560.0,1800.77,0,Not Returned,0.0,3360.77,4.4
O00393,L000559,2026-05-26,2026-05,C0102,Mumbai,West,Website,Net Banking,25-34,Basic,P015,Office,Furniture,Ergonomic Chair,WorkNest,2,8999.0,8,16558.16,12200.0,4358.16,0,Not Returned,0.0,16558.16,4.4
O00393,L000560,2026-05-26,2026-05,C0102,Mumbai,West,Website,Net Banking,25-34,Basic,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,1,1899.0,10,1709.1,760.0,949.1,0,Not Returned,0.0,1709.1,4.4
O00394,L000561,2026-01-24,2026-01,C0203,Pune,West,App,UPI,18-24,Silver,P004,Fitness,Accessories,Yoga Mat Pro,ZenMove,2,1599.0,0,3198.0,1520.0,1678.0,0,Not Returned,0.0,3198.0,4.4
O00394,L000562,2026-01-24,2026-01,C0203,Pune,West,App,UPI,18-24,Silver,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,3,1630.98,0,4892.94,2100.0,2792.94,0,Not Returned,0.0,4892.94,4.4
O00395,L000563,2026-01-21,2026-01,C0012,Delhi NCR,North,App,UPI,45-54,Basic,P025,Wellness,Mindfulness,Meditation Cushion,ZenMove,1,1852.97,0,1852.97,850.0,1002.97,0,Not Returned,0.0,1852.97,3.9
O00397,L000564,2026-05-13,2026-05,C0485,Delhi NCR,North,Website,UPI,18-24,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,2,2999.0,22,4678.44,3420.0,1258.44,0,Not Returned,0.0,4678.44,3.9
O00398,L000565,2026-03-24,2026-03,C0190,Bengaluru,South,Website,UPI,25-34,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,1,1499.0,16,1259.16,620.0,639.16,0,Not Returned,0.0,1259.16,5.0
O00399,L000566,2026-01-28,2026-01,C0066,Bengaluru,South,App,Credit Card,35-44,Silver,P005,Fitness,Accessories,Foam Roller,ZenMove,1,979.02,17,812.59,410.0,402.59,0,Not Returned,0.0,812.59,4.8
O00401,L000567,2026-02-12,2026-02,C0463,Kochi,South,Website,Credit Card,25-34,Basic,P027,Travel,Accessories,Packing Cube Set,TripEase,2,1222.98,10,2201.36,820.0,1381.36,0,Not Returned,0.0,2201.36,4.5
O00401,L000568,2026-02-12,2026-02,C0463,Kochi,South,Website,Credit Card,25-34,Basic,P005,Fitness,Accessories,Foam Roller,ZenMove,1,979.02,14,841.96,410.0,431.96,0,Not Returned,0.0,841.96,4.5
O00402,L000569,2026-04-13,2026-04,C0012,Delhi NCR,North,Website,UPI,45-54,Basic,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,3,1899.0,0,5697.0,2280.0,3417.0,0,Not Returned,0.0,5697.0,4.0
O00402,L000570,2026-04-13,2026-04,C0012,Delhi NCR,North,Website,UPI,45-54,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,3088.97,1,3058.08,1710.0,1348.08,0,Not Returned,0.0,3058.08,4.0
O00403,L000571,2026-05-23,2026-05,C0175,Bengaluru,South,App,Credit Card,35-44,Basic,P035,Travel,Accessories,Luggage Scale,TripEase,2,799.0,6,1502.12,420.0,1082.12,0,Not Returned,0.0,1502.12,5.0
O00403,L000572,2026-05-23,2026-05,C0175,Bengaluru,South,App,Credit Card,35-44,Basic,P011,Home,Storage,Foldable Storage Box,NestEasy,1,763.98,10,687.58,250.0,437.58,0,Not Returned,0.0,687.58,5.0
O00403,L000573,2026-05-23,2026-05,C0175,Bengaluru,South,App,Credit Card,35-44,Basic,P014,Home,Decor,Aroma Diffuser,LumaHome,1,1528.98,10,1376.08,620.0,756.08,0,Not Returned,0.0,1376.08,5.0
O00403,L000574,2026-05-23,2026-05,C0175,Bengaluru,South,App,Credit Card,35-44,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,2,1499.0,8,2758.16,1520.0,1238.16,0,Not Returned,0.0,2758.16,5.0
O00404,L000575,2026-03-15,2026-03,C0495,Chennai,South,App,Debit Card,35-44,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,2,1535.04,8,2824.47,1400.0,1424.47,0,Not Returned,0.0,2824.47,3.7
O00405,L000576,2026-03-17,2026-03,C0201,Delhi NCR,North,Website,Debit Card,25-34,Basic,P029,Travel,Tech,Universal Travel Adapter,ConnectPro,1,1630.98,0,1630.98,700.0,930.98,0,Not Returned,0.0,1630.98,4.1
O00407,L000577,2026-02-23,2026-02,C0074,Mumbai,West,Website,UPI,45-54,Basic,P019,Office,Stationery,Planner Notebook,PaperTrail,2,499.0,9,908.18,280.0,628.18,0,Not Returned,0.0,908.18,4.5
O00408,L000578,2026-04-29,2026-04,C0041,Delhi NCR,North,App,Credit Card,35-44,Silver,P003,Fitness,Equipment,Adjustable Dumbbell Pair,IronFlex,1,3999.0,12,3519.12,2250.0,1269.12,0,Not Returned,0.0,3519.12,4.5
O00409,L000579,2026-05-23,2026-05,C0210,Jaipur,North,Website,UPI,25-34,Basic,P013,Home,Cleaning,Handheld Vacuum,HomeJoy,1,4319.04,10,3887.14,2950.0,937.14,0,Not Returned,0.0,3887.14,3.7
O00410,L000580,2026-03-08,2026-03,C0355,Ahmedabad,West,Marketplace,UPI,35-44,Basic,P016,Office,Accessories,Laptop Stand,WorkNest,1,1324.98,9,1205.73,520.0,685.73,0,Not Returned,0.0,1205.73,3.7
O00410,L000581,2026-03-08,2026-03,C0355,Ahmedabad,West,Marketplace,UPI,35-44,Basic,P011,Home,Storage,Foldable Storage Box,NestEasy,1,749.0,9,681.59,250.0,431.59,0,Not Returned,0.0,681.59,3.7
O00411,L000582,2026-05-16,2026-05,C0066,Bengaluru,South,App,Debit Card,35-44,Silver,P035,Travel,Accessories,Luggage Scale,TripEase,3,799.0,20,1917.6,630.0,1287.6,0,Not Returned,0.0,1917.6,3.9
O00412,L000583,2026-04-29,2026-04,C0114,Hyderabad,South,App,Cash on Delivery,18-24,Basic,P008,Fitness,Apparel,Compression T-Shirt,MoveWear,1,1222.98,12,1076.22,520.0,556.22,0,Not Returned,0.0,1076.22,4.4
O00412,L000584,2026-04-29,2026-04,C0114,Hyderabad,South,App,Cash on Delivery,18-24,Basic,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,3,1299.0,13,3390.39,1830.0,1560.39,0,Not Returned,0.0,3390.39,4.4
O00413,L000585,2026-05-06,2026-05,C0400,Mumbai,West,Website,Debit Card,35-44,Basic,P026,Travel,Bags,Cabin Backpack,TripEase,1,3088.97,1,3058.08,1350.0,1708.08,1,Changed mind,3058.08,0.0,3.7
O00414,L000586,2026-03-19,2026-03,C0403,Bengaluru,South,Website,Cash on Delivery,35-44,Gold,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,2999.0,8,2759.08,1710.0,1049.08,0,Not Returned,0.0,2759.08,4.5
O00414,L000587,2026-03-19,2026-03,C0403,Bengaluru,South,Website,Cash on Delivery,35-44,Gold,P001,Fitness,Equipment,Smart Skipping Rope,FitPulse,1,1247.04,9,1134.81,610.0,524.81,0,Not Returned,0.0,1134.81,4.5
O00415,L000588,2026-03-02,2026-03,C0195,Bengaluru,South,Website,UPI,18-24,Silver,P011,Home,Storage,Foldable Storage Box,NestEasy,1,749.0,0,749.0,250.0,499.0,0,Not Returned,0.0,749.0,4.2
O00415,L000589,2026-03-02,2026-03,C0195,Bengaluru,South,Website,UPI,18-24,Silver,P009,Home,Kitchen,Air Fryer 4L,HomeJoy,1,5999.0,1,5939.01,3950.0,1989.01,0,Not Returned,0.0,5939.01,4.2
O00415,L000590,2026-03-02,2026-03,C0195,Bengaluru,South,Website,UPI,18-24,Silver,P018,Office,Accessories,Vertical Mouse,KeyCraft,1,1499.0,0,1499.0,760.0,739.0,0,Not Returned,0.0,1499.0,4.2
O00415,L000591,2026-03-02,2026-03,C0195,Bengaluru,South,Website,UPI,18-24,Silver,P016,Office,Accessories,Laptop Stand,WorkNest,1,1273.02,1,1260.29,520.0,740.29,0,Not Returned,0.0,1260.29,4.2
O00416,L000592,2026-05-18,2026-05,C0166,Kochi,South,Website,Cash on Delivery,25-34,Silver,P006,Fitness,Wearables,Heart Rate Band,PulseTrack,1,2499.0,5,2374.05,1420.0,954.05,0,Not Returned,0.0,2374.05,4.4
O00417,L000593,2026-02-08,2026-02,C0007,Jaipur,North,Website,Cash on Delivery,35-44,Basic,P018,Office,Accessories,Vertical Mouse,KeyCraft,1,1543.97,7,1435.89,760.0,675.89,0,Not Returned,0.0,1435.89,4.2
O00417,L000594,2026-02-08,2026-02,C0007,Jaipur,North,Website,Cash on Delivery,35-44,Basic,P015,Office,Furniture,Ergonomic Chair,WorkNest,1,8639.04,5,8207.09,6100.0,2107.09,0,Not Returned,0.0,8207.09,4.2
O00417,L000595,2026-02-08,2026-02,C0007,Jaipur,North,Website,Cash on Delivery,35-44,Basic,P023,Wellness,Hydration,Copper Bottle,PureSip,1,1028.97,3,998.1,360.0,638.1,0,Not Returned,0.0,998.1,4.2
O00418,L000596,2026-04-09,2026-04,C0137,Mumbai,West,App,UPI,18-24,Basic,P016,Office,Accessories,Laptop Stand,WorkNest,1,1299.0,6,1221.06,520.0,701.06,0,Not Returned,0.0,1221.06,5.0
O00418,L000597,2026-04-09,2026-04,C0137,Mumbai,West,App,UPI,18-24,Basic,P033,Office,Furniture,Standing Desk Converter,WorkNest,1,7138.98,10,6425.08,4450.0,1975.08,0,Not Returned,0.0,6425.08,5.0
O00418,L000598,2026-04-09,2026-04,C0137,Mumbai,West,App,UPI,18-24,Basic,P010,Home,Kitchen,Smoothie Blender,HomeJoy,1,2879.04,9,2619.93,1710.0,909.93,0,Not Returned,0.0,2619.93,5.0
O00419,L000599,2026-04-11,2026-04,C0421,Mumbai,West,App,Cash on Delivery,45-54,Basic,P002,Fitness,Equipment,Resistance Band Set,FitPulse,1,916.98,2,898.64,320.0,578.64,0,Not Returned,0.0,898.64,3.7
O00420,L000600,2026-05-06,2026-05,C0069,Hyderabad,South,Website,Cash on Delivery,55+,Basic,P030,Travel,Bags,Anti-Theft Sling Bag,TripEase,2,1936.98,0,3873.96,1520.0,2353.96,0,Not Returned,0.0,3873.96,4.2
