line_id,order_id,product_id,quantity,unit_price,discount_pct,line_revenue,line_cost,line_margin
L000416,O00294,P002,2,881.02,27,1286.29,640.0,646.29
L000417,O00295,P008,1,1151.04,8,1058.96,520.0,538.96
L000418,O00296,P003,1,4118.97,26,3048.04,2250.0,798.04
L000419,O00297,P017,1,1899.0,0,1899.0,1040.0,859.0
L000420,O00298,P011,1,749.0,2,734.02,250.0,484.02
L000421,O00299,P020,1,2399.04,8,2207.12,1330.0,877.12
L000422,O00300,P007,4,2199.0,20,7036.8,4080.0,2956.8
L000423,O00300,P032,2,1919.04,20,3070.46,1800.0,1270.46
L000424,O00301,P001,1,1273.02,0,1273.02,610.0,663.02
L000425,O00302,P003,2,3919.02,0,7838.04,4500.0,3338.04
L000426,O00303,P010,1,2999.0,5,2849.05,1710.0,1139.05
L000427,O00304,P020,3,2399.04,3,6981.21,3990.0,2991.21
L000428,O00305,P020,1,2449.02,7,2277.59,1330.0,947.59
L000429,O00306,P011,1,763.98,11,679.94,250.0,429.94
L000430,O00306,P020,1,2499.0,8,2299.08,1330.0,969.08
L000431,O00308,P003,1,3999.0,0,3999.0,2250.0,1749.0
L000432,O00309,P017,3,1899.0,0,5697.0,3120.0,2577.0
L000433,O00310,P001,1,1337.97,2,1311.21,610.0,701.21
L000434,O00310,P005,1,1028.97,0,1028.97,410.0,618.97
L000435,O00311,P031,4,2495.04,26,7385.32,6400.0,985.32
L000436,O00312,P016,1,1299.0,1,1286.01,520.0,766.01
L000437,O00313,P028,1,881.02,5,836.97,300.0,536.97
L000438,O00314,P008,1,1199.0,5,1139.05,520.0,619.05
L000439,O00315,P034,1,1247.04,6,1172.22,540.0,632.22
L000440,O00315,P016,2,1247.04,7,2319.49,1040.0,1279.49
L000441,O00316,P011,1,763.98,3,741.06,250.0,491.06
L000442,O00316,P017,1,1861.02,6,1749.36,1040.0,709.36
L000443,O00317,P012,1,2264.97,19,1834.63,1180.0,654.63
L000444,O00318,P003,1,4078.98,0,4078.98,2250.0,1828.98
L000445,O00319,P015,1,8639.04,27,6306.5,6100.0,206.5
L000446,O00319,P012,1,2242.98,26,1659.81,1180.0,479.81
L000447,O00320,P011,4,749.0,8,2756.32,1000.0,1756.32
L000448,O00321,P025,3,1852.97,0,5558.91,2550.0,3008.91
L000449,O00322,P034,1,1299.0,7,1208.07,540.0,668.07
L000450,O00323,P004,1,1567.02,0,1567.02,760.0,807.02
L000451,O00323,P008,2,1151.04,1,2279.06,1040.0,1239.06
L000452,O00323,P013,1,4633.97,0,4633.97,2950.0,1683.97
L000453,O00324,P005,1,999.0,27,729.27,410.0,319.27
L000454,O00324,P004,1,1567.02,25,1175.26,760.0,415.26
L000455,O00324,P002,1,881.02,26,651.95,320.0,331.95
L000456,O00324,P031,1,2495.04,23,1921.18,1600.0,321.18
L000457,O00325,P029,2,1630.98,11,2903.14,1400.0,1503.14
L000458,O00325,P015,1,8999.0,10,8099.1,6100.0,1999.1
L000459,O00326,P017,1,1936.98,1,1917.61,1040.0,877.61
L000460,O00327,P033,1,7138.98,10,6425.08,4450.0,1975.08
L000461,O00328,P008,2,1175.02,25,1762.53,1040.0,722.53
L000462,O00329,P019,1,499.0,0,499.0,140.0,359.0
L000463,O00330,P001,1,1337.97,10,1204.17,610.0,594.17
L000464,O00331,P022,3,3568.98,0,10706.94,6210.0,4496.94
L000465,O00332,P025,1,1799.0,12,1583.12,850.0,733.12
L000466,O00333,P018,1,1469.02,9,1336.81,760.0,576.81
L000467,O00334,P005,1,979.02,0,979.02,410.0,569.02
L000468,O00334,P035,4,814.98,2,3194.72,840.0,2354.72
L000469,O00335,P008,1,1199.0,26,887.26,520.0,367.26
L000470,O00335,P004,1,1599.0,26,1183.26,760.0,423.26
L000471,O00336,P008,1,1199.0,8,1103.08,520.0,583.08
L000472,O00337,P033,1,7138.98,9,6496.47,4450.0,2046.47
L000473,O00338,P025,1,1799.0,12,1583.12,850.0,733.12
L000474,O00339,P027,2,1199.0,7,2230.14,820.0,1410.14
L000475,O00340,P015,1,8999.0,10,8099.1,6100.0,1999.1
L000476,O00341,P016,1,1273.02,8,1171.18,520.0,651.18
L000477,O00342,P001,1,1324.98,1,1311.73,610.0,701.73
L000478,O00343,P001,2,1299.0,8,2390.16,1220.0,1170.16
L000479,O00343,P025,3,1763.02,8,4865.94,2550.0,2315.94
L000480,O00344,P018,1,1439.04,7,1338.31,760.0,578.31
L000481,O00344,P033,1,6859.02,3,6653.25,4450.0,2203.25
L000482,O00344,P025,1,1852.97,7,1723.26,850.0,873.26
L000483,O00344,P007,1,2264.97,3,2197.02,1020.0,1177.02
L000484,O00345,P022,1,3359.04,15,2855.18,2070.0,785.18
L000485,O00345,P017,1,1936.98,17,1607.69,1040.0,567.69
L000486,O00346,P033,1,6719.04,7,6248.71,4450.0,1798.71
L000487,O00347,P019,1,489.02,1,484.13,140.0,344.13
L000488,O00347,P028,1,925.97,0,925.97,300.0,625.97
L000489,O00347,P012,1,2155.02,0,2155.02,1180.0,975.02
L000490,O00348,P003,3,4118.97,10,11121.22,6750.0,4371.22
L000491,O00348,P029,1,1630.98,10,1467.88,700.0,767.88
L000492,O00349,P022,1,3429.02,20,2743.22,2070.0,673.22
L000493,O00350,P010,2,2939.02,26,4349.75,3420.0,929.75
L000494,O00351,P025,1,1727.04,6,1623.42,850.0,773.42
L000495,O00351,P012,2,2199.0,5,4178.1,2360.0,1818.1
L000496,O00352,P023,1,999.0,17,829.17,360.0,469.17
L000497,O00352,P001,1,1273.02,16,1069.34,610.0,459.34
L000498,O00352,P015,1,8819.02,15,7496.17,6100.0,1396.17
L000499,O00353,P004,1,1630.98,11,1451.57,760.0,691.57
L000500,O00353,P015,1,8819.02,10,7937.12,6100.0,1837.12
L000501,O00353,P005,1,999.0,10,899.1,410.0,489.1
L000502,O00353,P026,1,2999.0,10,2699.1,1350.0,1349.1
L000503,O00354,P004,2,1567.02,6,2946.0,1520.0,1426.0
L000504,O00355,P003,2,4078.98,10,7342.16,4500.0,2842.16
L000505,O00356,P003,2,3839.04,25,5758.56,4500.0,1258.56
L000506,O00357,P002,2,863.04,8,1587.99,640.0,947.99
L000507,O00358,P014,2,1499.0,8,2758.16,1240.0,1518.16
L000508,O00359,P024,1,814.98,1,806.83,260.0,546.83
L000509,O00360,P009,1,5759.04,17,4780.0,3950.0,830.0
L000510,O00361,P020,1,2573.97,11,2290.83,1330.0,960.83
L000511,O00362,P001,3,1273.02,14,3284.39,1830.0,1454.39
L000512,O00363,P022,1,3429.02,17,2846.09,2070.0,776.09
L000513,O00364,P021,1,699.0,6,657.06,220.0,437.06
L000514,O00365,P022,3,3568.98,10,9636.25,6210.0,3426.25
L000515,O00365,P019,1,479.04,11,426.35,140.0,286.35
L000516,O00366,P012,1,2199.0,11,1957.11,1180.0,777.11
L000517,O00367,P032,4,1999.0,18,6556.72,3600.0,2956.72
L000518,O00368,P015,2,8819.02,16,14815.95,12200.0,2615.95
L000519,O00368,P001,1,1299.0,13,1130.13,610.0,520.13
L000520,O00369,P018,2,1528.98,10,2752.16,1520.0,1232.16
L000521,O00370,P002,3,916.98,20,2200.75,960.0,1240.75
L000522,O00370,P005,1,959.04,22,748.05,410.0,338.05
L000523,O00371,P016,1,1324.98,10,1192.48,520.0,672.48
L000524,O00372,P004,3,1567.02,8,4324.98,2280.0,2044.98
L000525,O00373,P008,1,1175.02,6,1104.52,520.0,584.52
L000526,O00373,P026,4,2939.02,10,10580.47,5400.0,5180.47
L000527,O00374,P004,1,1646.97,13,1432.86,760.0,672.86
L000528,O00374,P009,1,5999.0,17,4979.17,3950.0,1029.17
L000529,O00374,P033,1,6999.0,15,5949.15,4450.0,1499.15
L000530,O00375,P005,1,1018.98,5,968.03,410.0,558.03
L000531,O00375,P004,2,1646.97,5,3129.24,1520.0,1609.24
L000532,O00376,P014,2,1469.02,15,2497.33,1240.0,1257.33
L000533,O00377,P006,3,2548.98,17,6346.96,4260.0,2086.96
L000534,O00378,P019,1,508.98,0,508.98,140.0,368.98
L000535,O00378,P026,1,2999.0,0,2999.0,1350.0,1649.0
L000536,O00379,P002,1,916.98,8,843.62,320.0,523.62
L000537,O00380,P004,1,1567.02,27,1143.92,760.0,383.92
L000538,O00380,P007,1,2199.0,25,1649.25,1020.0,629.25
L000539,O00381,P028,2,863.04,10,1553.47,600.0,953.47
L000540,O00382,P001,1,1299.0,8,1195.08,610.0,585.08
L000541,O00383,P009,1,5999.0,5,5699.05,3950.0,1749.05
L000542,O00384,P024,1,799.0,0,799.0,260.0,539.0
L000543,O00385,P016,1,1337.97,10,1204.17,520.0,684.17
L000544,O00385,P035,1,822.97,12,724.21,210.0,514.21
L000545,O00385,P015,1,9178.98,8,8444.66,6100.0,2344.66
L000546,O00386,P026,4,2999.0,22,9356.88,5400.0,3956.88
L000547,O00386,P035,4,814.98,21,2575.34,840.0,1735.34
L000548,O00387,P007,1,2155.02,5,2047.27,1020.0,1027.27
L000549,O00388,P029,2,1599.0,0,3198.0,1400.0,1798.0
L000550,O00389,P028,3,925.97,10,2500.12,900.0,1600.12
L000551,O00390,P010,2,2999.0,16,5038.32,3420.0,1618.32
L000552,O00390,P002,1,863.04,16,724.95,320.0,404.95
L000553,O00390,P033,1,6999.0,17,5809.17,4450.0,1359.17
L000554,O00391,P020,2,2499.0,12,4398.24,2660.0,1738.24
L000555,O00392,P033,1,6719.04,12,5912.76,4450.0,1462.76
L000556,O00392,P029,1,1630.98,8,1500.5,700.0,800.5
L000557,O00393,P018,1,1528.98,8,1406.66,760.0,646.66
L000558,O00393,P016,3,1273.02,12,3360.77,1560.0,1800.77
L000559,O00393,P015,2,8999.0,8,16558.16,12200.0,4358.16
L000560,O00393,P030,1,1899.0,10,1709.1,760.0,949.1
L000561,O00394,P004,2,1599.0,0,3198.0,1520.0,1678.0
L000562,O00394,P029,3,1630.98,0,4892.94,2100.0,2792.94
L000563,O00395,P025,1,1852.97,0,1852.97,850.0,1002.97
L000564,O00397,P010,2,2999.0,22,4678.44,3420.0,1258.44
L000565,O00398,P014,1,1499.0,16,1259.16,620.0,639.16
L000566,O00399,P005,1,979.02,17,812.59,410.0,402.59
L000567,O00401,P027,2,1222.98,10,2201.36,820.0,1381.36
L000568,O00401,P005,1,979.02,14,841.96,410.0,431.96
L000569,O00402,P030,3,1899.0,0,5697.0,2280.0,3417.0
L000570,O00402,P010,1,3088.97,1,3058.08,1710.0,1348.08
L000571,O00403,P035,2,799.0,6,1502.12,420.0,1082.12
L000572,O00403,P011,1,763.98,10,687.58,250.0,437.58
L000573,O00403,P014,1,1528.98,10,1376.08,620.0,756.08
L000574,O00403,P018,2,1499.0,8,2758.16,1520.0,1238.16
L000575,O00404,P029,2,1535.04,8,2824.47,1400.0,1424.47
L000576,O00405,P029,1,1630.98,0,1630.98,700.0,930.98
L000577,O00407,P019,2,499.0,9,908.18,280.0,628.18
L000578,O00408,P003,1,3999.0,12,3519.12,2250.0,1269.12
L000579,O00409,P013,1,4319.04,10,3887.14,2950.0,937.14
L000580,O00410,P016,1,1324.98,9,1205.73,520.0,685.73
L000581,O00410,P011,1,749.0,9,681.59,250.0,431.59
L000582,O00411,P035,3,799.0,20,1917.6,630.0,1287.6
L000583,O00412,P008,1,1222.98,12,1076.22,520.0,556.22
L000584,O00412,P001,3,1299.0,13,3390.39,1830.0,1560.39
L000585,O00413,P026,1,3088.97,1,3058.08,1350.0,1708.08
L000586,O00414,P010,1,2999.0,8,2759.08,1710.0,1049.08
L000587,O00414,P001,1,1247.04,9,1134.81,610.0,524.81
L000588,O00415,P011,1,749.0,0,749.0,250.0,499.0
L000589,O00415,P009,1,5999.0,1,5939.01,3950.0,1989.01
L000590,O00415,P018,1,1499.0,0,1499.0,760.0,739.0
L000591,O00415,P016,1,1273.02,1,1260.29,520.0,740.29
L000592,O00416,P006,1,2499.0,5,2374.05,1420.0,954.05
L000593,O00417,P018,1,1543.97,7,1435.89,760.0,675.89
L000594,O00417,P015,1,8639.04,5,8207.09,6100.0,2107.09
L000595,O00417,P023,1,1028.97,3,998.1,360.0,638.1
L000596,O00418,P016,1,1299.0,6,1221.06,520.0,701.06
L000597,O00418,P033,1,7138.98,10,6425.08,4450.0,1975.08
L000598,O00418,P010,1,2879.04,9,2619.93,1710.0,909.93
L000599,O00419,P002,1,916.98,2,898.64,320.0,578.64
L000600,O00420,P030,2,1936.98,0,3873.96,1520.0,2353.96
L000601,O00421,P015,1,8999.0,10,8099.1,6100.0,1999.1
L000602,O00421,P002,1,925.97,10,833.37,320.0,513.37
L000603,O00422,P034,2,1273.02,8,2342.36,1080.0,1262.36
L000604,O00424,P033,1,6999.0,11,6229.11,4450.0,1779.11
L000605,O00424,P016,1,1324.98,12,1165.98,520.0,645.98
L000606,O00424,P017,2,1823.04,12,3208.55,2080.0,1128.55
L000607,O00424,P019,1,479.04,10,431.14,140.0,291.14
L000608,O00425,P001,1,1337.97,26,990.1,610.0,380.1
L000609,O00426,P031,1,2599.0,20,2079.2,1600.0,479.2
L000610,O00427,P035,1,767.04,9,698.01,210.0,488.01
L000611,O00428,P021,1,699.0,18,573.18,220.0,353.18
L000612,O00429,P001,1,1324.98,11,1179.23,610.0,569.23
L000613,O00430,P013,1,4409.02,10,3968.12,2950.0,1018.12
L000614,O00430,P035,1,767.04,10,690.34,210.0,480.34
L000615,O00431,P027,1,1234.97,22,963.28,410.0,553.28
L000616,O00432,P019,2,489.02,6,919.36,280.0,639.36
L000617,O00432,P020,3,2399.04,6,6765.29,3990.0,2775.29
L000618,O00432,P017,1,1955.97,5,1858.17,1040.0,818.17
L000619,O00433,P027,1,1199.0,10,1079.1,410.0,669.1
L000620,O00434,P006,1,2499.0,7,2324.07,1420.0,904.07
L000621,O00435,P030,1,1899.0,5,1804.05,760.0,1044.05
L000622,O00435,P004,1,1630.98,3,1582.05,760.0,822.05
L000623,O00435,P023,1,999.0,5,949.05,360.0,589.05
L000624,O00436,P013,1,4499.0,3,4364.03,2950.0,1414.03
L000625,O00437,P013,2,4499.0,18,7378.36,5900.0,1478.36
L000626,O00438,P001,1,1247.04,10,1122.34,610.0,512.34
L000627,O00438,P008,2,1175.02,10,2115.04,1040.0,1075.04
L000628,O00439,P018,1,1543.97,16,1296.93,760.0,536.93
L000629,O00440,P001,1,1247.04,10,1122.34,610.0,512.34
L000630,O00441,P017,1,1823.04,0,1823.04,1040.0,783.04
L000631,O00442,P009,1,5759.04,15,4895.18,3950.0,945.18
L000632,O00443,P021,2,685.02,6,1287.84,440.0,847.84
L000633,O00444,P012,1,2199.0,11,1957.11,1180.0,777.11
L000634,O00445,P024,2,799.0,8,1470.16,520.0,950.16
L000635,O00445,P016,1,1273.02,6,1196.64,520.0,676.64
L000636,O00446,P035,1,799.0,8,735.08,210.0,525.08
L000637,O00447,P008,2,1234.97,12,2173.55,1040.0,1133.55
L000638,O00448,P024,1,822.97,1,814.74,260.0,554.74
L000639,O00449,P002,2,863.04,2,1691.56,640.0,1051.56
L000640,O00450,P003,1,4118.97,16,3459.93,2250.0,1209.93
L000641,O00451,P003,1,4078.98,7,3793.45,2250.0,1543.45
L000642,O00451,P030,2,1899.0,7,3532.14,1520.0,2012.14
L000643,O00451,P007,1,2264.97,5,2151.72,1020.0,1131.72
L000644,O00452,P028,1,925.97,2,907.45,300.0,607.45
L000645,O00453,P027,1,1199.0,5,1139.05,410.0,729.05
L000646,O00453,P003,1,3919.02,5,3723.07,2250.0,1473.07
L000647,O00453,P011,1,749.0,5,711.55,250.0,461.55
L000648,O00453,P001,1,1273.02,3,1234.83,610.0,624.83
L000649,O00454,P008,1,1151.04,2,1128.02,520.0,608.02
L000650,O00455,P005,1,999.0,23,769.23,410.0,359.23
L000651,O00456,P015,1,8819.02,11,7848.93,6100.0,1748.93
L000652,O00456,P023,1,979.02,11,871.33,360.0,511.33
L000653,O00456,P026,1,3058.98,11,2722.49,1350.0,1372.49
L000654,O00458,P005,1,959.04,20,767.23,410.0,357.23
L000655,O00459,P003,2,3999.0,2,7838.04,4500.0,3338.04
L000656,O00459,P013,1,4499.0,0,4499.0,2950.0,1549.0
L000657,O00460,P002,1,925.97,11,824.11,320.0,504.11
L000658,O00460,P019,2,499.0,11,888.22,280.0,608.22
L000659,O00460,P029,1,1646.97,11,1465.8,700.0,765.8
L000660,O00460,P009,1,5999.0,11,5339.11,3950.0,1389.11
L000661,O00461,P007,1,2199.0,27,1605.27,1020.0,585.27
L000662,O00462,P033,2,7208.97,10,12976.15,8900.0,4076.15
L000663,O00463,P017,1,1936.98,10,1743.28,1040.0,703.28
L000664,O00464,P035,1,799.0,2,783.02,210.0,573.02
L000665,O00465,P007,2,2111.04,1,4179.86,2040.0,2139.86
L000666,O00465,P022,1,3603.97,2,3531.89,2070.0,1461.89
L000667,O00465,P034,1,1337.97,1,1324.59,540.0,784.59
L000668,O00466,P010,2,3088.97,9,5621.93,3420.0,2201.93
L000669,O00467,P005,1,1018.98,3,988.41,410.0,578.41
L000670,O00468,P008,1,1175.02,11,1045.77,520.0,525.77
L000671,O00469,P031,2,2599.0,12,4574.24,3200.0,1374.24
L000672,O00470,P006,1,2499.0,2,2449.02,1420.0,1029.02
L000673,O00471,P013,1,4319.04,27,3152.9,2950.0,202.9
L000674,O00472,P020,1,2399.04,10,2159.14,1330.0,829.14
L000675,O00473,P003,2,3999.0,10,7198.2,4500.0,2698.2
L000676,O00475,P016,1,1247.04,8,1147.28,520.0,627.28
L000677,O00476,P011,2,763.98,8,1405.72,500.0,905.72
L000678,O00477,P019,1,513.97,10,462.57,140.0,322.57
L000679,O00478,P009,1,5999.0,9,5459.09,3950.0,1509.09
L000680,O00479,P001,1,1299.0,18,1065.18,610.0,455.18
L000681,O00479,P008,1,1151.04,19,932.34,520.0,412.34
L000682,O00480,P004,1,1535.04,15,1304.78,760.0,544.78
L000683,O00480,P002,2,899.0,17,1492.34,640.0,852.34
L000684,O00481,P027,2,1199.0,7,2230.14,820.0,1410.14
L000685,O00482,P034,1,1247.04,20,997.63,540.0,457.63
L000686,O00482,P022,2,3603.97,20,5766.35,4140.0,1626.35
L000687,O00483,P003,2,4118.97,18,6755.11,4500.0,2255.11
L000688,O00484,P005,3,1018.98,12,2690.11,1230.0,1460.11
L000689,O00485,P006,1,2449.02,9,2228.61,1420.0,808.61
L000690,O00486,P030,1,1899.0,2,1861.02,760.0,1101.02
L000691,O00487,P009,2,5999.0,19,9718.38,7900.0,1818.38
L000692,O00487,P024,1,814.98,18,668.28,260.0,408.28
L000693,O00488,P014,1,1543.97,1,1528.53,620.0,908.53
L000694,O00488,P001,1,1299.0,1,1286.01,610.0,676.01
L000695,O00489,P002,1,863.04,6,811.26,320.0,491.26
L000696,O00490,P020,3,2499.0,5,7122.15,3990.0,3132.15
L000697,O00491,P026,3,2939.02,23,6789.14,4050.0,2739.14
L000698,O00492,P023,1,999.0,1,989.01,360.0,629.01
L000699,O00493,P002,1,925.97,9,842.63,320.0,522.63
L000700,O00494,P003,3,4118.97,5,11739.06,6750.0,4989.06
L000701,O00494,P006,1,2399.04,7,2231.11,1420.0,811.11
L000702,O00494,P017,1,1936.98,3,1878.87,1040.0,838.87
L000703,O00495,P030,2,1899.0,21,3000.42,1520.0,1480.42
L000704,O00496,P019,2,508.98,25,763.47,280.0,483.47
L000705,O00497,P016,1,1273.02,1,1260.29,520.0,740.29
L000706,O00498,P007,1,2111.04,9,1921.05,1020.0,901.05
L000707,O00499,P015,1,8819.02,0,8819.02,6100.0,2719.02
L000708,O00500,P018,2,1499.0,8,2758.16,1520.0,1238.16
L000709,O00501,P026,2,2999.0,8,5518.16,2700.0,2818.16
L000710,O00502,P011,1,719.04,20,575.23,250.0,325.23
L000711,O00503,P020,1,2573.97,0,2573.97,1330.0,1243.97
L000712,O00504,P017,1,1823.04,6,1713.66,1040.0,673.66
L000713,O00504,P032,1,2038.98,5,1937.03,900.0,1037.03
L000714,O00505,P034,1,1324.98,11,1179.23,540.0,639.23
L000715,O00506,P024,1,783.02,1,775.19,260.0,515.19
L000716,O00506,P010,1,2879.04,0,2879.04,1710.0,1169.04
L000717,O00506,P008,1,1222.98,0,1222.98,520.0,702.98
L000718,O00507,P003,1,3919.02,11,3487.93,2250.0,1237.93
L000719,O00508,P009,1,5759.04,20,4607.23,3950.0,657.23
L000720,O00508,P032,1,1919.04,19,1554.42,900.0,654.42
L000721,O00509,P029,2,1567.02,0,3134.04,1400.0,1734.04
L000722,O00510,P032,4,1999.0,15,6796.6,3600.0,3196.6
L000723,O00511,P001,1,1324.98,23,1020.23,610.0,410.23
L000724,O00511,P011,2,719.04,23,1107.32,500.0,607.32
L000725,O00512,P001,2,1324.98,8,2437.96,1220.0,1217.96
L000726,O00513,P014,2,1499.0,13,2608.26,1240.0,1368.26
L000727,O00513,P035,1,767.04,17,636.64,210.0,426.64
L000728,O00514,P010,2,2999.0,11,5338.22,3420.0,1918.22
L000729,O00515,P005,1,959.04,26,709.69,410.0,299.69
L000730,O00516,P019,1,513.97,8,472.85,140.0,332.85
L000731,O00516,P009,1,6178.97,11,5499.28,3950.0,1549.28
L000732,O00517,P027,2,1199.0,5,2278.1,820.0,1458.1
L000733,O00518,P012,1,2199.0,6,2067.06,1180.0,887.06
L000734,O00519,P021,2,712.98,12,1254.84,440.0,814.84
L000735,O00519,P012,1,2111.04,10,1899.94,1180.0,719.94
L000736,O00519,P001,1,1299.0,10,1169.1,610.0,559.1
L000737,O00519,P002,3,899.0,13,2346.39,960.0,1386.39
L000738,O00521,P017,1,1899.0,1,1880.01,1040.0,840.01
L000739,O00522,P024,1,822.97,25,617.23,260.0,357.23
L000740,O00523,P023,1,1028.97,18,843.76,360.0,483.76
L000741,O00524,P008,1,1175.02,2,1151.52,520.0,631.52
L000742,O00524,P033,1,6999.0,0,6999.0,4450.0,2549.0
L000743,O00525,P009,1,6118.98,19,4956.37,3950.0,1006.37
L000744,O00526,P017,1,1861.02,6,1749.36,1040.0,709.36
L000745,O00527,P030,1,1861.02,6,1749.36,760.0,989.36
L000746,O00528,P001,2,1273.02,12,2240.52,1220.0,1020.52
L000747,O00529,P008,1,1234.97,1,1222.62,520.0,702.62
L000748,O00529,P024,3,822.97,0,2468.91,780.0,1688.91
L000749,O00530,P003,1,4118.97,0,4118.97,2250.0,1868.97
L000750,O00531,P001,1,1324.98,12,1165.98,610.0,555.98
L000751,O00532,P018,2,1469.02,10,2644.24,1520.0,1124.24
L000752,O00534,P035,1,783.02,10,704.72,210.0,494.72
L000753,O00534,P013,1,4588.98,8,4221.86,2950.0,1271.86
L000754,O00535,P033,1,6859.02,11,6104.53,4450.0,1654.53
L000755,O00536,P013,1,4633.97,8,4263.25,2950.0,1313.25
L000756,O00536,P007,1,2155.02,8,1982.62,1020.0,962.62
L000757,O00536,P010,2,2999.0,9,5458.18,3420.0,2038.18
L000758,O00537,P012,1,2199.0,0,2199.0,1180.0,1019.0
L000759,O00538,P034,1,1273.02,15,1082.07,540.0,542.07
L000760,O00538,P021,1,712.98,15,606.03,220.0,386.03
L000761,O00539,P033,1,6719.04,12,5912.76,4450.0,1462.76
L000762,O00540,P002,2,899.0,0,1798.0,640.0,1158.0
L000763,O00541,P004,1,1535.04,0,1535.04,760.0,775.04
L000764,O00542,P029,1,1646.97,7,1531.68,700.0,831.68
L000765,O00542,P030,1,1861.02,6,1749.36,760.0,989.36
L000766,O00543,P035,1,799.0,7,743.07,210.0,533.07
L000767,O00543,P017,2,1823.04,5,3463.78,2080.0,1383.78
L000768,O00544,P009,1,6178.97,17,5128.55,3950.0,1178.55
L000769,O00545,P022,1,3429.02,0,3429.02,2070.0,1359.02
L000770,O00546,P034,2,1337.97,20,2140.75,1080.0,1060.75
L000771,O00546,P005,1,999.0,16,839.16,410.0,429.16
L000772,O00547,P010,1,2879.04,26,2130.49,1710.0,420.49
L000773,O00547,P035,2,799.0,25,1198.5,420.0,778.5
L000774,O00547,P028,1,899.0,26,665.26,300.0,365.26
L000775,O00548,P013,2,4588.98,13,7984.83,5900.0,2084.83
L000776,O00548,P027,1,1151.04,12,1012.92,410.0,602.92
L000777,O00548,P009,1,5759.04,10,5183.14,3950.0,1233.14
L000778,O00549,P001,1,1337.97,10,1204.17,610.0,594.17
L000779,O00550,P021,1,719.97,5,683.97,220.0,463.97
L000780,O00550,P010,2,3058.98,5,5812.06,3420.0,2392.06
L000781,O00551,P012,1,2264.97,16,1902.57,1180.0,722.57
L000782,O00551,P001,1,1299.0,19,1052.19,610.0,442.19
L000783,O00552,P021,3,671.04,9,1831.94,660.0,1171.94
L000784,O00552,P009,1,5999.0,9,5459.09,3950.0,1509.09
L000785,O00552,P010,1,2879.04,6,2706.3,1710.0,996.3
L000786,O00553,P009,1,5879.02,26,4350.47,3950.0,400.47
L000787,O00554,P033,1,6999.0,16,5879.16,4450.0,1429.16
L000788,O00555,P003,2,3999.0,8,7358.16,4500.0,2858.16
L000789,O00555,P020,2,2548.98,9,4639.14,2660.0,1979.14
L000790,O00555,P021,1,671.04,8,617.36,220.0,397.36
L000791,O00556,P023,1,959.04,0,959.04,360.0,599.04
L000792,O00557,P013,1,4588.98,20,3671.18,2950.0,721.18
L000793,O00557,P001,3,1273.02,18,3131.63,1830.0,1301.63
L000794,O00557,P021,3,671.04,18,1650.76,660.0,990.76
L000795,O00558,P003,3,3999.0,0,11997.0,6750.0,5247.0
L000796,O00558,P008,1,1151.04,0,1151.04,520.0,631.04
L000797,O00559,P003,1,3999.0,2,3919.02,2250.0,1669.02
L000798,O00560,P026,1,3088.97,2,3027.19,1350.0,1677.19
L000799,O00561,P003,1,3999.0,25,2999.25,2250.0,749.25
L000800,O00562,P002,4,925.97,0,3703.88,1280.0,2423.88
L000801,O00562,P001,1,1337.97,0,1337.97,610.0,727.97
L000802,O00563,P030,1,1823.04,8,1677.2,760.0,917.2
L000803,O00564,P023,2,1018.98,0,2037.96,720.0,1317.96
L000804,O00565,P013,1,4588.98,8,4221.86,2950.0,1271.86
L000805,O00565,P026,1,2939.02,6,2762.68,1350.0,1412.68
L000806,O00565,P002,2,899.0,8,1654.16,640.0,1014.16
L000807,O00565,P014,2,1499.0,9,2728.18,1240.0,1488.18
L000808,O00566,P007,1,2242.98,5,2130.83,1020.0,1110.83
L000809,O00566,P024,1,767.04,7,713.35,260.0,453.35
L000810,O00566,P028,1,899.0,3,872.03,300.0,572.03
L000811,O00566,P014,1,1499.0,5,1424.05,620.0,804.05
L000812,O00567,P035,3,767.04,20,1840.9,630.0,1210.9
L000813,O00568,P026,1,2999.0,6,2819.06,1350.0,1469.06
L000814,O00569,P001,4,1299.0,0,5196.0,2440.0,2756.0
L000815,O00570,P006,2,2499.0,26,3698.52,2840.0,858.52
L000816,O00571,P023,2,1028.97,2,2016.78,720.0,1296.78
L000817,O00571,P015,1,8999.0,0,8999.0,6100.0,2899.0
L000818,O00572,P008,1,1222.98,0,1222.98,520.0,702.98
L000819,O00573,P009,1,5759.04,15,4895.18,3950.0,945.18
L000820,O00574,P006,1,2499.0,18,2049.18,1420.0,629.18
L000821,O00574,P024,1,767.04,22,598.29,260.0,338.29
L000822,O00575,P016,2,1299.0,6,2442.12,1040.0,1402.12
L000823,O00575,P032,1,1959.02,8,1802.3,900.0,902.3
L000824,O00576,P001,2,1247.04,7,2319.49,1220.0,1099.49
L000825,O00577,P009,1,5759.04,15,4895.18,3950.0,945.18
L000826,O00578,P025,2,1727.04,12,3039.59,1700.0,1339.59
L000827,O00579,P025,2,1727.04,10,3108.67,1700.0,1408.67
L000828,O00580,P034,1,1299.0,9,1182.09,540.0,642.09
L000829,O00581,P024,1,767.04,7,713.35,260.0,453.35
L000830,O00582,P003,4,3839.04,0,15356.16,9000.0,6356.16
L000831,O00582,P018,2,1499.0,0,2998.0,1520.0,1478.0
