order_id,customer_id,order_date,sales_channel,city,region,payment_method,order_status,delivery_days,shipping_fee,campaign_id,promo_code,customer_rating,has_return
O00261,C0262,2026-01-08,App,Mumbai,West,Debit Card,Delivered,3,0,CAMP001,UC001,5.0,0
O00262,C0391,2026-02-10,Website,Chennai,South,UPI,Delivered,4,0,,SAVE10,4.8,0
O00263,C0195,2026-03-07,Website,Bengaluru,South,UPI,Delivered,2,0,CAMP004,UC004,5.0,0
O00264,C0279,2026-05-20,App,Hyderabad,South,Cash on Delivery,Delivered,4,79,CAMP007,UC007,4.3,0
O00265,C0090,2026-05-01,Website,Chennai,South,Net Banking,Delivered,3,0,CAMP007,UC007,4.8,0
O00266,C0351,2026-05-09,Website,Delhi NCR,North,UPI,Delivered,7,0,CAMP007,UC007,4.0,0
O00267,C0093,2026-01-25,App,Chennai,South,Credit Card,Delivered,4,0,,,4.5,0
O00268,C0298,2026-03-27,Marketplace,Bengaluru,South,Debit Card,Delivered,5,0,CAMP005,UC005,4.5,0
O00269,C0441,2026-03-16,Marketplace,Chennai,South,UPI,Delivered,5,0,,,3.7,0
O00270,C0055,2026-05-26,Website,Hyderabad,South,Debit Card,Delivered,4,99,CAMP009,UC009,4.2,0
O00271,C0374,2026-04-25,App,Pune,West,UPI,Delivered,4,49,,SAVE10,4.9,0
O00272,C0292,2026-02-11,Website,Bengaluru,South,Credit Card,Delivered,5,0,,SAVE5,5.0,0
O00273,C0518,2026-05-12,Website,Mumbai,West,Cash on Delivery,Delivered,2,0,,,4.4,0
O00274,C0477,2026-01-15,App,Hyderabad,South,Debit Card,Delivered,4,0,,,4.9,0
O00275,C0345,2026-05-08,App,Pune,West,UPI,Delivered,6,0,CAMP007,UC007,4.2,0
O00276,C0077,2026-04-21,Website,Mumbai,West,UPI,Delivered,5,0,,SAVE5,3.7,1
O00277,C0073,2026-02-03,App,Ahmedabad,West,Net Banking,Delivered,5,0,,SAVE5,4.1,0
O00278,C0358,2026-04-09,Website,Ahmedabad,West,Credit Card,Delivered,3,0,CAMP005,UC005,5.0,0
O00279,C0345,2026-02-13,Marketplace,Pune,West,Debit Card,Delivered,6,0,,SAVE5,2.7,1
O00280,C0312,2026-01-28,Website,Bengaluru,South,UPI,Delivered,2,0,,SAVE5,5.0,0
O00281,C0134,2026-01-31,Website,Jaipur,North,UPI,Delivered,6,0,,SAVE5,3.5,0
O00282,C0093,2026-03-02,App,Chennai,South,Debit Card,Delivered,3,0,,SAVE5,4.6,0
O00283,C0065,2026-02-15,App,Mumbai,West,Debit Card,Delivered,3,49,CAMP003,UC003,5.0,0
O00284,C0546,2026-01-24,App,Hyderabad,South,Credit Card,Delivered,3,79,,,4.8,0
O00285,C0013,2026-02-03,App,Delhi NCR,North,Cash on Delivery,Delivered,7,79,,,3.9,0
O00286,C0340,2026-03-21,App,Mumbai,West,Cash on Delivery,Delivered,5,0,CAMP004,UC004,4.0,0
O00287,C0098,2026-04-14,Website,Mumbai,West,Debit Card,Delivered,5,49,,SAVE5,4.4,0
O00288,C0477,2026-02-03,Website,Hyderabad,South,Debit Card,Delivered,4,0,,SAVE5,4.1,0
O00289,C0012,2026-04-26,App,Delhi NCR,North,Credit Card,Delivered,5,49,CAMP006,UC006,4.8,0
O00290,C0500,2026-05-07,App,Bengaluru,South,Credit Card,Delivered,5,0,CAMP007,UC007,4.1,0
O00291,C0421,2026-02-15,Website,Mumbai,West,Debit Card,Cancelled,,0,,SAVE5,,0
O00292,C0503,2026-04-03,Website,Bengaluru,South,Cash on Delivery,Delivered,3,99,CAMP005,UC005,4.7,0
O00293,C0398,2026-02-24,Website,Kochi,South,UPI,Delivered,4,0,,SAVE5,4.1,0
O00294,C0223,2026-03-05,App,Kochi,South,UPI,Delivered,7,0,CAMP004,UC004,4.2,0
O00295,C0235,2026-05-04,App,Pune,West,UPI,Delivered,6,79,,SAVE8,3.5,1
O00296,C0325,2026-03-05,Marketplace,Delhi NCR,North,UPI,Delivered,6,0,CAMP004,UC004,3.2,0
O00297,C0230,2026-04-14,Website,Mumbai,West,Debit Card,Delivered,3,0,,,5.0,0
O00298,C0374,2026-02-07,Marketplace,Pune,West,Credit Card,Delivered,5,49,,,4.2,0
O00299,C0488,2026-03-05,App,Mumbai,West,UPI,Delivered,6,49,,SAVE8,4.3,0
O00300,C0347,2026-05-13,App,Bengaluru,South,Net Banking,Delivered,5,0,CAMP007,UC007,4.2,0
O00301,C0516,2026-04-04,App,Mumbai,West,UPI,Delivered,4,0,,,4.3,0
O00302,C0197,2026-04-24,App,Mumbai,West,UPI,Delivered,3,0,,,4.7,0
O00303,C0096,2026-03-02,Marketplace,Pune,West,UPI,Delivered,5,49,,SAVE5,3.5,0
O00304,C0265,2026-01-23,Marketplace,Kochi,South,Net Banking,Delivered,7,0,,SAVE5,3.2,1
O00305,C0121,2026-03-10,Marketplace,Mumbai,West,UPI,Delivered,6,0,,SAVE5,3.7,0
O00306,C0314,2026-01-07,App,Delhi NCR,North,Cash on Delivery,Delivered,6,0,CAMP001,UC001,4.2,0
O00307,C0157,2026-01-04,Website,Chennai,South,UPI,Cancelled,,0,,SAVE8,,0
O00308,C0189,2026-04-30,Marketplace,Bengaluru,South,Credit Card,Delivered,4,0,,,4.9,0
O00309,C0096,2026-02-19,Website,Pune,West,Debit Card,Delivered,2,0,,,4.9,0
O00310,C0481,2026-03-13,App,Pune,West,Debit Card,Delivered,4,0,,,4.7,0
O00311,C0042,2026-03-07,App,Bengaluru,South,UPI,Delivered,2,79,CAMP004,UC004,4.4,0
O00312,C0158,2026-02-26,App,Kochi,South,Credit Card,Delivered,3,0,,,4.8,0
O00313,C0026,2026-04-21,Website,Chennai,South,Debit Card,Delivered,5,0,,SAVE5,4.2,0
O00314,C0222,2026-03-29,Website,Hyderabad,South,UPI,Delivered,2,0,,SAVE5,5.0,0
O00315,C0321,2026-02-17,Website,Bengaluru,South,Net Banking,Delivered,3,49,,SAVE5,4.0,1
O00316,C0358,2026-02-19,Website,Ahmedabad,West,UPI,Delivered,6,49,,SAVE5,4.3,0
O00317,C0064,2026-03-25,Website,Kochi,South,UPI,Delivered,5,0,CAMP005,UC005,4.1,0
O00318,C0418,2026-01-21,Marketplace,Chennai,South,Debit Card,Delivered,5,0,,,3.3,0
O00319,C0257,2026-03-08,App,Chennai,South,Debit Card,Delivered,3,99,CAMP004,UC004,5.0,0
O00320,C0549,2026-01-20,App,Mumbai,West,Debit Card,Delivered,4,79,CAMP001,UC001,4.2,0
O00321,C0055,2026-04-23,Website,Hyderabad,South,Cash on Delivery,Delivered,2,0,,,4.8,0
O00322,C0170,2026-03-13,App,Delhi NCR,North,Debit Card,Delivered,8,0,,SAVE5,3.3,0
O00323,C0087,2026-03-07,App,Hyderabad,South,UPI,Delivered,4,0,,,3.9,0
O00324,C0321,2026-03-08,App,Bengaluru,South,UPI,Delivered,5,99,CAMP004,UC004,4.4,0
O00325,C0176,2026-05-22,Website,Bengaluru,South,Debit Card,Delivered,6,79,CAMP009,UC009,2.8,1
O00326,C0500,2026-02-01,Marketplace,Bengaluru,South,Credit Card,Delivered,2,49,,,4.6,0
O00327,C0462,2026-01-18,App,Pune,West,Credit Card,Delivered,4,49,CAMP001,UC001,4.4,0
O00328,C0040,2026-03-09,Website,Hyderabad,South,UPI,Delivered,5,49,CAMP004,UC004,3.7,1
O00329,C0500,2026-03-01,App,Bengaluru,South,Cash on Delivery,Delivered,5,0,,,4.7,0
O00330,C0483,2026-04-17,App,Hyderabad,South,UPI,Delivered,6,0,CAMP008,UC008,4.4,0
O00331,C0354,2026-01-29,App,Hyderabad,South,UPI,Delivered,3,99,,,4.5,0
O00332,C0012,2026-02-03,Website,Delhi NCR,North,UPI,Delivered,5,79,,SAVE10,4.3,0
O00333,C0090,2026-01-16,App,Chennai,South,UPI,Delivered,2,0,CAMP008,UC008,4.6,0
O00334,C0084,2026-01-27,Marketplace,Hyderabad,South,UPI,Delivered,4,0,,,4.5,0
O00335,C0514,2026-03-19,Website,Mumbai,West,UPI,Delivered,3,0,CAMP004,UC004,5.0,0
O00336,C0038,2026-01-01,Marketplace,Delhi NCR,North,Debit Card,Delivered,5,0,CAMP001,UC001,4.6,0
O00337,C0066,2026-04-13,App,Bengaluru,South,Debit Card,Delivered,3,0,,SAVE8,4.5,0
O00338,C0111,2026-05-22,App,Pune,West,Net Banking,Delivered,3,0,CAMP009,UC009,4.3,0
O00339,C0093,2026-01-20,Website,Chennai,South,UPI,Delivered,2,0,,SAVE5,4.8,0
O00340,C0537,2026-01-15,Website,Kochi,South,Cash on Delivery,Delivered,6,0,CAMP001,UC001,4.4,0
O00341,C0120,2026-04-29,Website,Delhi NCR,North,Debit Card,Delivered,6,0,,SAVE8,3.8,0
O00342,C0490,2026-04-01,App,Mumbai,West,Net Banking,Delivered,5,79,,,4.6,0
O00343,C0320,2026-04-03,Website,Mumbai,West,UPI,Delivered,3,49,,SAVE10,4.9,0
O00344,C0426,2026-02-06,App,Ahmedabad,West,Credit Card,Delivered,5,0,,SAVE5,4.7,0
O00345,C0500,2026-01-27,Website,Bengaluru,South,Debit Card,Delivered,5,0,CAMP002,UC002,4.6,0
O00346,C0134,2026-03-12,Website,Jaipur,North,UPI,Delivered,5,49,,SAVE5,3.8,0
O00347,C0392,2026-01-09,Website,Kochi,South,Cash on Delivery,Delivered,3,0,,,4.4,0
O00348,C0421,2026-02-06,Website,Mumbai,West,Net Banking,Delivered,4,49,,SAVE10,4.0,0
O00349,C0514,2026-05-06,Website,Mumbai,West,Cash on Delivery,Delivered,4,0,CAMP007,UC007,4.0,0
O00350,C0111,2026-03-11,Website,Pune,West,Credit Card,Delivered,7,0,CAMP004,UC004,4.1,0
O00351,C0247,2026-05-01,App,Chennai,South,UPI,Delivered,3,0,,SAVE5,4.5,0
O00352,C0251,2026-01-31,App,Mumbai,West,Credit Card,Delivered,4,99,CAMP002,UC002,4.6,0
O00353,C0007,2026-03-02,App,Jaipur,North,UPI,Delivered,5,0,,SAVE10,4.1,0
O00354,C0114,2026-01-01,Website,Hyderabad,South,Credit Card,Delivered,2,0,,SAVE5,4.2,0
O00355,C0251,2026-01-12,Website,Mumbai,West,Debit Card,Delivered,4,0,CAMP001,UC001,4.9,0
O00356,C0520,2026-03-17,Website,Mumbai,West,Debit Card,Delivered,6,0,CAMP004,UC004,4.0,0
O00357,C0500,2026-02-28,App,Bengaluru,South,UPI,Delivered,2,49,CAMP008,UC008,5.0,0
O00358,C0333,2026-05-20,Marketplace,Hyderabad,South,UPI,Delivered,6,79,,SAVE8,4.2,0
O00359,C0278,2026-01-31,Marketplace,Mumbai,West,Credit Card,Delivered,5,0,,,4.5,0
O00360,C0082,2026-01-30,Website,Hyderabad,South,Credit Card,Delivered,2,99,CAMP002,UC002,5.0,0
O00361,C0549,2026-01-10,Marketplace,Mumbai,West,UPI,Delivered,3,0,CAMP001,UC001,4.2,0
O00362,C0456,2026-04-27,App,Bengaluru,South,Credit Card,Delivered,4,149,CAMP006,UC006,4.6,0
O00363,C0549,2026-01-25,App,Mumbai,West,Debit Card,Delivered,4,0,CAMP002,UC002,4.8,0
O00364,C0008,2026-03-29,App,Mumbai,West,Net Banking,Delivered,3,0,,SAVE5,4.3,0
O00365,C0218,2026-05-28,App,Chennai,South,Credit Card,Delivered,3,0,CAMP009,UC009,5.0,0
O00366,C0248,2026-01-08,App,Delhi NCR,North,Debit Card,Delivered,6,99,CAMP001,UC001,4.2,0
O00367,C0355,2026-03-27,App,Ahmedabad,West,Credit Card,Delivered,5,0,CAMP005,UC005,3.7,0
O00368,C0265,2026-01-28,Marketplace,Kochi,South,UPI,Delivered,7,0,CAMP002,UC002,2.7,0
O00369,C0549,2026-02-11,Website,Mumbai,West,UPI,Delivered,4,0,CAMP003,UC003,5.0,0
O00370,C0518,2026-05-14,App,Mumbai,West,Debit Card,Delivered,2,79,CAMP007,UC007,5.0,0
O00371,C0302,2026-01-15,Website,Jaipur,North,UPI,Delivered,6,79,CAMP001,UC001,3.9,0
O00372,C0158,2026-02-22,Website,Kochi,South,Credit Card,Delivered,4,0,,SAVE8,5.0,0
O00373,C0144,2026-05-02,App,Mumbai,West,Cash on Delivery,Delivered,4,0,,SAVE8,4.3,0
O00374,C0044,2026-01-30,Website,Chennai,South,Credit Card,Delivered,4,0,CAMP002,UC002,4.8,0
O00375,C0099,2026-04-11,Marketplace,Chennai,South,Credit Card,Delivered,7,79,,SAVE5,4.0,0
O00376,C0535,2026-01-31,App,Mumbai,West,Net Banking,Delivered,6,99,CAMP002,UC002,4.1,0
O00377,C0299,2026-01-25,App,Hyderabad,South,UPI,Delivered,3,0,CAMP002,UC002,4.8,0
O00378,C0262,2026-02-17,App,Mumbai,West,Cash on Delivery,Delivered,2,0,,,5.0,0
O00379,C0392,2026-02-06,Marketplace,Kochi,South,UPI,Delivered,7,0,,SAVE8,3.4,0
O00380,C0258,2026-03-12,App,Bengaluru,South,UPI,Delivered,3,79,CAMP004,UC004,5.0,0
O00381,C0311,2026-02-15,Website,Mumbai,West,Credit Card,Delivered,4,0,CAMP003,UC003,4.4,0
O00382,C0098,2026-03-23,App,Mumbai,West,Net Banking,Delivered,5,0,,SAVE8,3.7,0
O00383,C0496,2026-05-09,App,Hyderabad,South,Credit Card,Delivered,4,0,,SAVE5,4.1,0
O00384,C0370,2026-02-19,App,Pune,West,UPI,Delivered,4,0,,,4.2,0
O00385,C0294,2026-05-11,Website,Mumbai,West,Debit Card,Delivered,3,0,CAMP009,UC009,3.9,1
O00386,C0315,2026-05-02,Website,Bengaluru,South,Credit Card,Delivered,4,99,CAMP007,UC007,4.6,0
O00387,C0442,2026-03-08,Website,Mumbai,West,Debit Card,Delivered,6,0,,SAVE5,4.0,1
O00388,C0119,2026-05-30,App,Chennai,South,UPI,Delivered,3,0,,,4.5,0
O00389,C0398,2026-02-10,Website,Kochi,South,Credit Card,Delivered,6,79,CAMP003,UC003,4.5,0
O00390,C0443,2026-01-29,App,Kochi,South,Cash on Delivery,Delivered,5,0,CAMP002,UC002,3.6,0
O00391,C0168,2026-01-05,Website,Bengaluru,South,UPI,Delivered,2,0,CAMP001,UC001,5.0,0
O00392,C0507,2026-05-16,Website,Chennai,South,Debit Card,Delivered,3,149,CAMP009,UC009,4.0,0
O00393,C0102,2026-05-26,Website,Mumbai,West,Net Banking,Delivered,3,49,CAMP009,UC009,4.4,0
O00394,C0203,2026-01-24,App,Pune,West,UPI,Delivered,3,0,,,4.4,0
O00395,C0012,2026-01-21,App,Delhi NCR,North,UPI,Delivered,6,0,,,3.9,0
O00396,C0037,2026-02-23,Marketplace,Hyderabad,South,Net Banking,Cancelled,,0,,SAVE10,,0
O00397,C0485,2026-05-13,Website,Delhi NCR,North,UPI,Delivered,7,0,CAMP007,UC007,3.9,0
O00398,C0190,2026-03-24,Website,Bengaluru,South,UPI,Delivered,2,0,CAMP005,UC005,5.0,0
O00399,C0066,2026-01-28,App,Bengaluru,South,Credit Card,Delivered,2,0,CAMP002,UC002,4.8,0
O00400,C0249,2026-03-09,Marketplace,Chennai,South,Net Banking,Cancelled,,0,,SAVE5,,0
O00401,C0463,2026-02-12,Website,Kochi,South,Credit Card,Delivered,4,49,CAMP003,UC003,4.5,0
O00402,C0012,2026-04-13,Website,Delhi NCR,North,UPI,Delivered,7,0,,,4.0,0
O00403,C0175,2026-05-23,App,Bengaluru,South,Credit Card,Delivered,2,0,,SAVE8,5.0,0
O00404,C0495,2026-03-15,App,Chennai,South,Debit Card,Delivered,6,0,,SAVE8,3.7,0
O00405,C0201,2026-03-17,Website,Delhi NCR,North,Debit Card,Delivered,5,49,,,4.1,0
O00406,C0413,2026-05-20,App,Pune,West,Net Banking,Cancelled,,0,CAMP007,UC007,,0
O00407,C0074,2026-02-23,Website,Mumbai,West,UPI,Delivered,4,49,,SAVE8,4.5,0
O00408,C0041,2026-04-29,App,Delhi NCR,North,Credit Card,Delivered,5,49,CAMP006,UC006,4.5,0
O00409,C0210,2026-05-23,Website,Jaipur,North,UPI,Delivered,7,0,CAMP009,UC009,3.7,0
O00410,C0355,2026-03-08,Marketplace,Ahmedabad,West,UPI,Delivered,7,49,,SAVE8,3.7,0
O00411,C0066,2026-05-16,App,Bengaluru,South,Debit Card,Delivered,4,0,CAMP007,UC007,3.9,0
O00412,C0114,2026-04-29,App,Hyderabad,South,Cash on Delivery,Delivered,4,0,CAMP006,UC006,4.4,0
O00413,C0400,2026-05-06,Website,Mumbai,West,Debit Card,Delivered,2,0,,,3.7,1
O00414,C0403,2026-03-19,Website,Bengaluru,South,Cash on Delivery,Delivered,4,0,,SAVE8,4.5,0
O00415,C0195,2026-03-02,Website,Bengaluru,South,UPI,Delivered,2,0,,,4.2,0
O00416,C0166,2026-05-18,Website,Kochi,South,Cash on Delivery,Delivered,6,49,,SAVE5,4.4,0
O00417,C0007,2026-02-08,Website,Jaipur,North,Cash on Delivery,Delivered,7,49,,SAVE5,4.2,0
O00418,C0137,2026-04-09,App,Mumbai,West,UPI,Delivered,3,0,,SAVE8,5.0,0
O00419,C0421,2026-04-11,App,Mumbai,West,Cash on Delivery,Delivered,5,79,,,3.7,0
O00420,C0069,2026-05-06,Website,Hyderabad,South,Cash on Delivery,Delivered,4,0,,,4.2,0
O00421,C0125,2026-04-12,App,Pune,West,UPI,Delivered,5,0,,SAVE8,4.7,0
O00422,C0491,2026-03-03,App,Pune,West,Credit Card,Delivered,4,0,,SAVE8,4.2,0
O00423,C0241,2026-02-20,Marketplace,Delhi NCR,North,Credit Card,Cancelled,,0,,SAVE8,,0
O00424,C0490,2026-01-02,Website,Mumbai,West,Cash on Delivery,Delivered,2,0,CAMP001,UC001,4.6,0
O00425,C0278,2026-03-14,App,Mumbai,West,Net Banking,Delivered,4,0,CAMP004,UC004,4.4,0
O00426,C0219,2026-04-03,Website,Ahmedabad,West,Credit Card,Delivered,6,49,CAMP005,UC005,4.3,0
O00427,C0358,2026-01-22,App,Ahmedabad,West,Credit Card,Delivered,3,79,CAMP008,UC008,4.7,0
O00428,C0374,2026-04-03,App,Pune,West,Credit Card,Delivered,2,0,CAMP005,UC005,5.0,0
O00429,C0295,2026-02-20,App,Ahmedabad,West,UPI,Delivered,6,99,,SAVE10,4.2,0
O00430,C0401,2026-04-05,Website,Pune,West,Debit Card,Delivered,3,0,,SAVE10,4.7,0
O00431,C0045,2026-05-15,Marketplace,Hyderabad,South,Debit Card,Delivered,5,79,CAMP007,UC007,3.9,0
O00432,C0398,2026-02-25,Marketplace,Kochi,South,Credit Card,Delivered,6,0,,SAVE5,4.3,0
O00433,C0279,2026-05-17,Website,Hyderabad,South,Net Banking,Delivered,5,0,CAMP009,UC009,3.7,0
O00434,C0040,2026-02-23,App,Hyderabad,South,Credit Card,Delivered,4,0,,SAVE5,4.0,0
O00435,C0312,2026-01-31,App,Bengaluru,South,Debit Card,Delivered,3,0,,SAVE5,3.2,1
O00436,C0535,2026-01-19,App,Mumbai,West,Debit Card,Delivered,2,0,,SAVE5,5.0,0
O00437,C0218,2026-05-03,Marketplace,Chennai,South,Net Banking,Delivered,5,0,CAMP007,UC007,3.4,0
O00438,C0162,2026-05-02,Website,Chennai,South,Debit Card,Delivered,4,99,CAMP008,UC008,4.9,0
O00439,C0258,2026-01-27,Website,Bengaluru,South,Credit Card,Delivered,3,0,CAMP002,UC002,4.1,0
O00440,C0541,2026-03-28,Website,Delhi NCR,North,UPI,Delivered,7,0,,SAVE8,3.8,0
O00441,C0220,2026-01-31,Marketplace,Kochi,South,Net Banking,Delivered,8,49,,,3.4,0
O00442,C0034,2026-01-31,Website,Delhi NCR,North,Cash on Delivery,Delivered,7,0,CAMP002,UC002,3.4,0
O00443,C0182,2026-01-02,Marketplace,Pune,West,UPI,Delivered,3,0,,SAVE5,5.0,0
O00444,C0073,2026-03-25,Website,Ahmedabad,West,Debit Card,Delivered,4,0,,SAVE10,4.4,0
O00445,C0053,2026-03-06,App,Mumbai,West,UPI,Delivered,4,0,,SAVE8,4.7,0
O00446,C0092,2026-05-09,Website,Hyderabad,South,Net Banking,Delivered,4,0,,SAVE10,3.0,1
O00447,C0419,2026-02-14,Website,Delhi NCR,North,UPI,Delivered,6,49,CAMP003,UC003,4.4,0
O00448,C0096,2026-03-17,Website,Pune,West,Net Banking,Delivered,1,0,,,4.7,0
O00449,C0116,2026-05-30,Website,Pune,West,UPI,Delivered,4,0,,,4.2,0
O00450,C0435,2026-03-20,Website,Delhi NCR,North,UPI,Delivered,5,0,CAMP005,UC005,4.4,0
O00451,C0458,2026-02-27,Marketplace,Bengaluru,South,Debit Card,Delivered,5,0,,SAVE5,4.2,0
O00452,C0064,2026-04-08,Website,Kochi,South,UPI,Delivered,4,0,,,3.9,0
O00453,C0002,2026-03-16,Website,Hyderabad,South,UPI,Delivered,5,79,,SAVE5,3.7,1
O00454,C0381,2026-03-10,App,Delhi NCR,North,Credit Card,Delivered,6,49,,,3.5,0
O00455,C0065,2026-03-06,Website,Mumbai,West,UPI,Delivered,3,0,CAMP004,UC004,5.0,0
O00456,C0012,2026-05-15,Website,Delhi NCR,North,Credit Card,Delivered,6,0,CAMP009,UC009,3.0,1
O00457,C0492,2026-04-02,Website,Jaipur,North,UPI,Cancelled,,0,,SAVE5,,0
O00458,C0019,2026-05-03,Marketplace,Bengaluru,South,Net Banking,Delivered,4,0,CAMP007,UC007,4.3,0
O00459,C0530,2026-03-21,App,Delhi NCR,North,Net Banking,Delivered,6,0,,,4.0,0
O00460,C0303,2026-05-23,Marketplace,Jaipur,North,UPI,Delivered,8,99,,SAVE10,3.6,0
O00461,C0154,2026-03-19,App,Delhi NCR,North,Cash on Delivery,Delivered,4,0,CAMP004,UC004,4.5,0
O00462,C0421,2026-05-31,Website,Mumbai,West,Credit Card,Delivered,5,49,CAMP009,UC009,3.9,0
O00463,C0042,2026-05-28,Website,Bengaluru,South,Debit Card,Delivered,1,0,CAMP009,UC009,4.8,0
O00464,C0278,2026-03-29,App,Mumbai,West,Debit Card,Delivered,3,0,,,5.0,0
O00465,C0040,2026-01-18,App,Hyderabad,South,UPI,Delivered,3,0,,,4.8,0
O00466,C0413,2026-04-06,Website,Pune,West,UPI,Delivered,4,0,,SAVE8,4.5,0
O00467,C0538,2026-05-14,App,Mumbai,West,Debit Card,Delivered,4,0,,SAVE5,4.1,0
O00468,C0401,2026-01-04,App,Pune,West,Debit Card,Delivered,4,49,CAMP001,UC001,5.0,0
O00469,C0539,2026-05-29,Website,Bengaluru,South,UPI,Delivered,3,0,CAMP009,UC009,4.7,0
O00470,C0394,2026-03-21,App,Bengaluru,South,Net Banking,Delivered,3,0,,,5.0,0
O00471,C0251,2026-03-11,Marketplace,Mumbai,West,Credit Card,Delivered,5,0,CAMP004,UC004,4.1,0
O00472,C0166,2026-03-05,Marketplace,Kochi,South,UPI,Delivered,8,79,,SAVE8,2.9,0
O00473,C0310,2026-01-04,Website,Kochi,South,Credit Card,Delivered,2,49,CAMP001,UC001,5.0,0
O00474,C0499,2026-03-26,App,Pune,West,Debit Card,Cancelled,,0,,SAVE5,,0
O00475,C0342,2026-03-05,Website,Bengaluru,South,UPI,Delivered,1,49,,SAVE8,5.0,0
O00476,C0099,2026-04-23,App,Chennai,South,Credit Card,Delivered,5,0,CAMP008,UC008,3.8,0
O00477,C0520,2026-01-01,App,Mumbai,West,Debit Card,Delivered,3,79,CAMP001,UC001,4.7,0
O00478,C0138,2026-04-30,Website,Mumbai,West,Credit Card,Delivered,4,0,,SAVE8,4.3,0
O00479,C0421,2026-03-30,Website,Mumbai,West,Net Banking,Delivered,3,0,CAMP005,UC005,4.0,0
O00480,C0176,2026-01-28,App,Bengaluru,South,UPI,Delivered,3,0,CAMP002,UC002,4.6,0
O00481,C0325,2026-01-31,Website,Delhi NCR,North,UPI,Delivered,4,0,,SAVE5,4.4,0
O00482,C0347,2026-05-20,Website,Bengaluru,South,Credit Card,Delivered,1,79,CAMP007,UC007,4.3,1
O00483,C0403,2026-03-20,Website,Bengaluru,South,UPI,Delivered,3,99,CAMP005,UC005,4.7,0
O00484,C0490,2026-01-14,App,Mumbai,West,Debit Card,Delivered,4,0,CAMP001,UC001,4.7,0
O00485,C0398,2026-01-09,Website,Kochi,South,UPI,Delivered,4,49,,SAVE8,4.5,0
O00486,C0391,2026-02-02,App,Chennai,South,Net Banking,Delivered,4,49,,,4.9,0
O00487,C0335,2026-03-24,Website,Ahmedabad,West,UPI,Delivered,7,49,CAMP005,UC005,4.5,0
O00488,C0410,2026-04-18,App,Delhi NCR,North,UPI,Delivered,5,0,,,4.1,0
O00489,C0234,2026-05-16,App,Ahmedabad,West,UPI,Delivered,6,49,CAMP008,UC008,4.0,0
O00490,C0026,2026-03-23,App,Chennai,South,Debit Card,Delivered,3,0,,SAVE5,4.4,0
O00491,C0374,2026-03-18,Marketplace,Pune,West,Debit Card,Delivered,4,0,CAMP004,UC004,4.9,0
O00492,C0042,2026-05-09,Marketplace,Bengaluru,South,Credit Card,Delivered,4,49,,,3.8,0
O00493,C0243,2026-03-23,Website,Chennai,South,Net Banking,Delivered,3,99,,SAVE8,4.7,0
O00494,C0500,2026-01-20,Website,Bengaluru,South,Net Banking,Delivered,3,49,,SAVE5,5.0,0
O00495,C0313,2026-05-04,Website,Delhi NCR,North,Credit Card,Delivered,6,79,CAMP007,UC007,4.3,0
O00496,C0197,2026-03-13,App,Mumbai,West,Credit Card,Delivered,5,0,CAMP004,UC004,4.1,0
O00497,C0219,2026-05-27,App,Ahmedabad,West,Debit Card,Delivered,5,99,,,3.9,0
O00498,C0001,2026-02-21,Website,Delhi NCR,North,UPI,Delivered,7,0,,SAVE8,3.5,0
O00499,C0129,2026-03-19,Website,Kochi,South,UPI,Delivered,6,0,,,3.6,0
O00500,C0201,2026-02-02,App,Delhi NCR,North,Credit Card,Delivered,4,49,CAMP008,UC008,4.5,0
O00501,C0101,2026-05-10,App,Hyderabad,South,Net Banking,Delivered,5,0,,SAVE8,3.9,0
O00502,C0549,2026-04-08,Marketplace,Mumbai,West,UPI,Delivered,5,99,CAMP005,UC005,3.8,0
O00503,C0265,2026-02-19,App,Kochi,South,Debit Card,Delivered,5,0,,,4.0,0
O00504,C0537,2026-03-15,App,Kochi,South,UPI,Delivered,5,49,,SAVE5,4.3,0
O00505,C0151,2026-01-03,Website,Bengaluru,South,Debit Card,Delivered,2,79,CAMP001,UC001,4.3,0
O00506,C0038,2026-05-08,Marketplace,Delhi NCR,North,Credit Card,Delivered,6,0,,,4.3,0
O00507,C0232,2026-02-26,Website,Chennai,South,Credit Card,Delivered,4,0,,SAVE10,5.0,0
O00508,C0477,2026-04-06,Website,Hyderabad,South,Credit Card,Delivered,3,79,CAMP005,UC005,4.3,0
O00509,C0123,2026-03-27,Website,Pune,West,Credit Card,Delivered,2,99,,,5.0,0
O00510,C0022,2026-01-27,App,Jaipur,North,Debit Card,Delivered,8,49,CAMP002,UC002,2.6,1
O00511,C0523,2026-03-14,App,Chennai,South,UPI,Delivered,3,0,CAMP004,UC004,4.4,0
O00512,C0042,2026-03-16,Website,Bengaluru,South,UPI,Delivered,2,0,,SAVE8,4.5,0
O00513,C0101,2026-01-27,App,Hyderabad,South,UPI,Delivered,2,0,CAMP002,UC002,4.5,0
O00514,C0509,2026-03-05,Marketplace,Mumbai,West,Debit Card,Delivered,5,0,,SAVE10,3.9,0
O00515,C0442,2026-03-05,Marketplace,Mumbai,West,UPI,Delivered,6,0,CAMP004,UC004,3.7,0
O00516,C0096,2026-02-21,Website,Pune,West,Debit Card,Delivered,3,0,,SAVE10,4.9,0
O00517,C0435,2026-05-13,Website,Delhi NCR,North,Net Banking,Delivered,6,0,,SAVE5,4.4,0
